Name,Day,Time,Video,Desc,Categories,Email,Phone
AAOL - Alcoholics Anonymous On Line,Saturday,9:00 pm,,PLEASE EMAIL aanonol2020@gmail.com FOR LOG IN INFORMATION!,"LGBTQIAA+,Open,Saturday,Video",aanonol2020@gmail.com,
Back to Basics,Saturday,9:00 pm,https://us02web.zoom.us/j/3622583567?pwd=SWplZWlnVjI1MzVDTng1SGgycWI2dz09,"Meeting Access Code, if any: 1801","Audio,Big Book,Closed,Discussion,Saturday,Telephone,Video",backtobasicsaameeting@gmail.com,"13462487799,,1801#"
Decompression Chamber,Saturday,9:00 pm,https://us02web.zoom.us/j/3012613087?pwd=skVZOVRply9uVOdja2FBaGpjZGhOZz09,"Zoom Passcode, if any: sober","Discussion,Saturday,Speaker,Video",aadecompressionchamber@gmail.com,
Ebbetts Pass AA Big Book Topic Discussion Meeting,Saturday,9:00 pm,https://us02web.zoom.us/j/87817658662,Zoom password: SNLAA!,"Audio,Big Book,Discussion,Open,Saturday,Video",ebbettspassbbaa@gmail.com,
Gay Meetings Nightly,Saturday,9:00 pm,https://www.gaymeetings.org,"An easy way to remember our meeting phone number, +1 (732) 352-3437, is that it spells ""READ LADIES"" on your phone's keypad. No meeting number or password is necessary—just dial and you will be connected.","Big Book,Closed,Discussion,LGBTQIAA+,Saturday,Telephone",gaymeetings@yahoo.com,17323523437
How It Works Las Vegas Saturday night Open,Saturday,9:00 pm,https://us02web.zoom.us/j/83639037761,How It Works Las Vegas web page: https://hiwaalv.wordpress.com/2020/05/17/the-journey-begins/,"Audio,Discussion,Open,Saturday,Video",hiwaalv@gmail.com,
Just4Today Speakers Meeting,Saturday,9:00 pm,https://us02web.zoom.us/j/358308405?pwd=WU41Ny9wa2xMdGpIR3ZPZjZQcUdKdz09,Password 1935,"Audio,Open,Saturday,Speaker,Video",just4todayaa.org@gmail.com,
Modem2Modem,Saturday,9:00 pm,https://zoom.us/j/398445168,p. xxiv,"Audio,Open,Saturday,Telephone,Video",Modem2ModemAA@gmail.com,
No Elevators Women's Meeting,Saturday,9:00 pm,https://us02web.zoom.us/j/83704392852,http://radfordonline.com,"Audio,Big Book,Discussion,Open,Saturday,Video,Women",radfordhall4343@gmail.com,
Pee\Dee AA,Saturday,9:00 pm,https://us04web.zoom.us/j/442521837,Open Discussion Meeting,"Audio,Big Book,Open,Saturday,Video",windgapranch@gmail.com,
Rocklin Fellowship 7:00 pm Co-Ed Chairperson Meeting,Saturday,9:00 pm,https://zoom.us/j/650793486,The password for all meetings is Rocklin.,"Open,Saturday,Video",rocklinfwpaa@gmail.com,
Sober Voices Group,Saturday,9:00 pm,https://sites.google.com/site/aatelephonemeetings/home,"Sober Voices does not accept anonymous callers, use *82 to display your phone number.","Audio,Open,Saturday",aatelephonemeetings@gmail.com,
Sobriety at night,Saturday,9:00 pm,https://us02web.zoom.us/j/2012281985,All Are Welcome Beginners Topic Format Everyone Shares. Meeting Starts At 10:00 pm Eastern Time 7 Nights A Week,"Audio,Open,Saturday,Video",sober.nights.nyc@gmail.com,
Spark of Hope,Saturday,9:00 pm,http://zoom.us/j/6411641641,Call in by dialing +16699006833 or +14087403766 and punch in the info above,"Audio,Closed,Saturday,Telephone,Video",sparkofhope164@gmail.com,16699006833
SPIRIT of the Universe,Saturday,9:00 pm,https://us02web.zoom.us/j/77254042633,Passcode: 123123,"Big Book,Chat,Discussion,Email,Saturday,Speaker,Telephone,Video",spiritoftheuniverse7@gmail.com,7052421130
The Three Five Group,Saturday,9:00 pm,https://zoom.us/j/933662042,"Saturday’s,  7 pm Pacific,  meeting on Zoom. We are California style speaker meeting. A speaker will read a portion of AA literature then share on the reading, after the speaker will call on members to share","Open,Saturday,Video",themakovery@gmail.com,
Vegas Drama Queens,Saturday,9:00 pm,https://us04web.zoom.us/j/410592740,"ZOOM into our daily women's meeting, format varies daily","Audio,Discussion,Open,Saturday,Video,Women",zoomintoaa@gmail.com,
Whatever Works,Saturday,9:00 pm,https://us02web.zoom.us/j/88909535373,This is an secular AA online zoom group. We have a speaker followed by a discussion. We meet on Saturdays at 10pm EST.,"Audio,Discussion,Open,Saturday,Speaker,Video",secularmontreal@gmail.com,
"Where there is a Will, there is a Way.",Saturday,9:00 pm,http://zoom.us/j/354054276,"Meeting Access Code, if any: 354 054 276","Audio,Big Book,Discussion,Open,Saturday,Telephone,Video",wherethereisawillthereisawayaa@gmail.com,"3854956261,,354054276#"
Women’s Nightly Book Study,Saturday,9:00 pm,,Dial Telephone number (425) 436-6350   once prompted dial access code 770067# and you will be added to the conference call. After in conference Callers mute and unmute themselves by dialing *6,"Big Book,Closed,Saturday,Telephone,Women",womensaabookstudy@gmail.com,"4254366350,,770067#"
10TH Step at 10:10 Group,Saturday,9:10 pm,https://us02web.zoom.us/j/911097244,Meeting ID: 911 097 244,"Audio,Deaf / Hard of Hearing,Saturday,Telephone,Video",tenthatten@gmail.com,"13017158592,,,,911097244#"
Rocklin Fellowship 6:30 am Co-Ed Chairperson Meeting,Saturday,9:30 pm,https://zoom.us/j/607503214,The password for all meetings is Rocklin.,"Open,Saturday,Speaker,Video",rocklinfwpaa@gmail.com,
Rocklin Fellowship 9:00 am Men's Meeting,Saturday,9:30 pm,https://zoom.us/j/977136843,The password for all meetings is Rocklin.,"Closed,Men,Saturday,Video",rocklinfwpaa@gmail.com,
Serenity with Sobriety (Purple room),Saturday,9:30 pm,https://us02web.zoom.us/j/629100763,Meeting ID: 629 100 763,"Closed,Saturday,Video",purpleroomaa@gmail.com,"16699009128,,629100763#"
Speakers Through Speakers - Speaker Tape & Discussion,Saturday,9:30 pm,https://zoom.us/j/265220805,"Zoom Passcode, if any: 707","Audio,Discussion,Open,Saturday,Speaker,Telephone,Video",SpeakersThroughSpeakers@gmail.com,"6699009128,,,,265220805 #"
Twilight Zone,Saturday,9:30 pm,https://us02web.zoom.us/j/224420335,"Public Email Contact, if any: twilightzonemeeting@gmail.com","Audio,Discussion,Open,Saturday,Speaker,Video",twilightzonemeeting@gmail.com,
164 and Beyond - Online Meeting,Saturday,10:00 pm,https://zoom.us/j/6775677559,Zoom Meeting ID: 677 567 7559,"Closed,Saturday,Video",remotecommunities40@gmail.com,
7:30 meeting [LA -US],Saturday,10:00 pm,http://maps.secondlife.com/secondlife/Imajin/8/15/59,We meet every day at 7:30 a.m. Pacific Time and at 8 p.m. on Tuesday and Saturday.,"Game,Open,Saturday",mail@scotstyle.com,
AA After Hours,Saturday,10:00 pm,https://us02web.zoom.us/j/2478907316,Email for a password: AHPword@gmail.com,"Open,Saturday,Video",ahpword@gmail.com,
AA Afterdark 2.0,Saturday,10:00 pm,https://us02web.zoom.us/j/2476101935,Website: http://afterdarkmeeting.com,"Audio,Open,Saturday,Telephone,Video",afterdarkAA2.0@gmail.com,9292056099
AA Grant Us The Serenity (GUTS) - Saturday,Saturday,10:00 pm,https://zoom.us/j/3726634285?pwd=VHVsMXBIY2d4RzczMTZJODk2YXpWdz09,"Web Site, if any: https://www.aaguts.com","Audio,Big Book,Discussion,Open,Saturday,Telephone,Video",room@aaguts.com,2532158782
AA-Alive,Saturday,10:00 pm,http://www.aa-alive.net/,Please note:  We do not verify attendance at meetings,"Chat,Discussion,Open,Saturday,Steps / Traditions",Info@aa-alive.org,
BBG Saturday Guest,Saturday,10:00 pm,https://us02web.zoom.us/j/8185655691,Passcode (dial in only): 566938,"Audio,Open,Saturday,Speaker,Telephone,Video",thebbgaa@gmail.com,"6699006833,,,818565569#,566938#"
"Bridge to Hope, Chinese (Mandarin) and English AA Meeting",Saturday,10:00 pm,https://zoom.us/j/289612772,雙語AA會議，1-1 / 2小時，1/2小時演講者和參加。共享使用中文（普通話）和英語進行，並在兩種語言之間進行解釋。向所有人開放；歡迎大家參加。,"Audio,Discussion,Open,Saturday,Speaker,Telephone,Video",chineseenglishaa@gmail.com,"16699006833,,84102165908#"
Hour 22,Saturday,10:00 pm,https://us02web.zoom.us/j/89364734158,Meetings begin with a topic brought from any conference-approved AA Literature. The host will call on people for sharing. Shares are 3 minutes. Please limit your sharing to your experience with alcoholism as it relates to the topic of the meeting. All voices are welcome here.,"Big Book,Discussion,Open,Saturday,Video",hour22atx@gmail.com,
Kent East Online in to Sobriety,Saturday,10:00 pm,https://us02web.zoom.us/j/361443089,Meeting Password:     297930,"Audio,Chat,Discussion,Open,Saturday,Video",kenteastonline@gmail.com,
Live from Radford: It’s Saturday Night!!,Saturday,10:00 pm,https://us05web.zoom.us/j/7837842381?pwd=NlZwWWpxaHVQNys2S24vRnJHL3pKZz09,Open Participation AA meeting. No passcode required.,"Audio,Open,Saturday,Video",radfordhall4343@gmail.com,
Moral Inventory,Saturday,10:00 pm,,This meeting works well for travelers and the two separate meetings in one day allow for room to mindfully meditate inbetween. There is no leader at this meeting.,"Audio,Closed,Saturday,Telephone",maryheal33@gmail.com,"6417150861,,550593"
PNW Hazelnuts,Saturday,10:00 pm,https://us04web.zoom.us/j/534999213?pwd=eDJvUmxmTGNiaHl4amJ0VTBhNWREZz09,Meeting Access Code: 636458,"Open,Saturday,Video",pnwhazelnuts@gmail.com,"5033477117,,636458"
Recovery Journey,Saturday,10:00 pm,http://secondlife.com/,barbara.j.knight@gmail.com,"Chat,Game,Open,Saturday",barbara.j.knight@gmail.com,
Sick Puppies,Saturday,10:00 pm,https://us02web.zoom.us/meeting/register/vpwrcuCoqj0sY9IyRJcsWVfwCFsvWExiSw,Password: sickpuppy,"Audio,Discussion,Open,Saturday,Speaker,Telephone,Video",aa.mtgschedule@gmail.com,"6699009128,,386-590-466"
Speaker / Participation - Burbank Group,Saturday,10:00 pm,https://us02web.zoom.us/j/8185655691,Password: winona,"Audio,Open,Saturday,Telephone,Video",thebbgaa@gmail.com,"16699006833,,,566938#"
Stayin' Alive,Saturday,10:00 pm,https://us02web.zoom.us/j/88979572759,"Public Email Contact, if any: stayinaliveaa@gmail.com","Discussion,Open,Saturday,Video",stayinaliveaa@gmail.com,
THERE IS A SOLUTION,Saturday,10:00 pm,https://zoom.us/j/251046515,"Zoom Passcode, if any: 031509","Big Book,Discussion,Open,Saturday,Speaker,Video",thereisasolutionaa1@gmail.com,6465687788
Waitsburg AA,Saturday,10:00 pm,https://zoom.us/j/488421504?pwd=SkJodFhjZHJBdHh0TEhlRkl0UGtwdz09,"We are a zoom group from the small town of Waitsburg Washington, USA.  Most of our members have over 20 years of sobriety (some over 40), but we are always looking for new folks to which we can pass on some of our wisdom, and who can help us remember ""what it was like"".  Join us most nights at 8pm Pacific.","Audio,Discussion,Open,Saturday,Video",info@waitsburgaa.com,
Westchester Saturday Night Speakers Meeting,Saturday,10:00 pm,http://zoom.us/j/334255739,Speaker meeting (30 min) with brief participant sharing beforehand.  Get password from email: westchestersatnightspeakers@gmail.com,"Open,Saturday,Speaker,Telephone,Video",westchestersatnightspeakers@gmail.com,
Worldwide Primary Purpose Group,Saturday,10:00 pm,https://zoom.us/j/759556794?fbclid=IwAR1o3osJ_0e-3MEPtA9-nTVJzN1yH_wQIHTiFe5F3tdH3ippEpArXzFL8SA,"10:00 PM CST  12 & 12 - An in-depth  look at our other text, the 12 & 12","Audio,Closed,Saturday,Video,Women",wwppg@yahoo.com,
Sober AF,Saturday,10:30 pm,https://us02web.zoom.us/j/84752821258,No password. Waiting room enabled.,"Audio,Open,Saturday,Video",soberaf209@gmail.com,
Sobriety at night,Saturday,10:30 pm,https://us02web.zoom.us/j/2012281985,Open To All Sobriety At Night Meets 7 Nights At 11:30 pm Eastern Time,"Audio,Open,Saturday,Video",sober.nights.nyc@gmail.com,
The 4th Dimension Group of Alcoholics Anonymous,Saturday,10:30 pm,https://us05web.zoom.us/j/87059714652,Zoom Passcode is: Driars,"Audio,Big Book,Open,Saturday,Speaker,Video",reno4thdimension@gmail.com,
Vegas Quarantined,Saturday,10:30 pm,https://us04web.zoom.us/j/699516064,around the world,"Audio,Discussion,Open,Saturday,Video",zoomintoaa@gmail.com,
AA After Hours,Saturday,11:00 pm,https://us02web.zoom.us/j/2478907316,Email for a password: AHPword@gmail.com,"Open,Saturday,Video",ahpword@gmail.com,
AA Afterdark 2.0,Saturday,11:00 pm,https://us02web.zoom.us/j/2476101935,Website: http://afterdarkmeeting.com,"Audio,Open,Saturday,Telephone,Video",afterdarkAA2.0@gmail.com,9292056099
AA Grant Us The Serenity (GUTS) - Saturday,Saturday,11:00 pm,https://zoom.us/j/3726634285?pwd=VHVsMXBIY2d4RzczMTZJODk2YXpWdz09,"Web Site, if any: https://www.aaguts.com","Audio,Big Book,Discussion,Open,Saturday,Telephone,Video",room@aaguts.com,2532158782
CROSS TALK GROUP,Saturday,11:00 pm,,Passcode: 979634#,"Audio,Open,Saturday,Telephone",peter@coolasstuff.com,"7124510235,,979634#"
Crosstalk Meeting of AA,Saturday,11:00 pm,http://www.freeconferencecall.com/wall/bftgog1986/,Sun PM / Mon AM: Daily Reflections,"Audio,Big Book,Blind / Visually Impaired,Discussion,Open,Saturday,Speaker,Telephone",aa.crosstalk.mtg@gmail.com,"7124510235,,,,979634#"
Lambda Dallas AA Children of the Corn Meeting,Saturday,11:00 pm,https://zoom.us/j/827282878,https://lambdadallas.org/,"Closed,Discussion,LGBTQIAA+,Saturday,Video",,
"No Fees, No Dues",Saturday,11:00 pm,https://meet.jit.si/247recovery,"It is encouraged that a structured meeting begins 3 times a day, at 0700, 1500 and 2300. The meeting before the meeting and after the meeting can expand to fill the day :)","Audio,Closed,Saturday,Telephone,Video",nofeesnodues@gmail.com,
Principles Before Pandemic (Pb4P),Saturday,11:00 pm,https://us02web.zoom.us/j/94496270330,Email Principlesbe4pandemic@gmail.com for password.,"Audio,Closed,Discussion,Saturday,Speaker,Video",Principlesbe4pandemic@gmail.com,
SERENITY~LIVES~MATTER,Saturday,11:00 pm,https://us04web.zoom.us/j/79627919344,"Zoom Passcode, if any: SLM","Big Book,Discussion,Open,Saturday,Video",SERENITYLIVESMATTER@OUTLOOK.COM,7703224343
The Young Zombies,Saturday,11:00 pm,https://us02web.zoom.us/j/83670001617,"No speaker, Just participation. No password required, waiting room enabled","Audio,Discussion,Open,Saturday,Video,Young People",,
Voice's of Recovery,Saturday,11:00 pm,https://us02web.zoom.us/j/6710552364?pwd=M3ZMYnppZlk1QXFPeWtCODkxekJqQT09,Please come Join us!  No passcode required.,"Audio,Big Book,Discussion,LGBTQIAA+,Open,Saturday,Speaker,Video,Young People",jperchiano@gmail.com,
When We Retire At Night,Saturday,11:00 pm,https://zoom.us/j/954469573,Zoom: https://us02web.zoom.us/j/954469573,"Audio,Open,Saturday,Video",whenweretireatnightaa@gmail.com,
11:11 Candlelight Meeting,Saturday,11:11 pm,https://www.1111candlelight.org/,"Come join us for a relaxing end to your day at the 11:11 Candlelight Meeting.  We meet every night so come join us as we share our experience, strength & hope with one another!  All are welcome!  We open the meeting early & stay late for fellowship & laughter.","Discussion,Open,Saturday,Video",Candlelightmeeting2020@gmail.com,
AA Afterdark 2.0,Saturday,11:59 pm,https://us02web.zoom.us/j/2476101935,Website: http://afterdarkmeeting.com,"Audio,Open,Saturday,Telephone,Video",afterdarkAA2.0@gmail.com,9292056099
AA - Thailand Sobriety Group Online,Sunday,12:00 am,https://us04web.zoom.us/j/984312014,Sunday: Living Sober Reading w/ Discussion,"Audio,Discussion,Open,Sunday,Video",aabrconline@gmail.com,
AA Grant Us The Serenity (GUTS) - Saturday,Sunday,12:00 am,https://zoom.us/j/3726634285?pwd=VHVsMXBIY2d4RzczMTZJODk2YXpWdz09,"Web Site, if any: https://www.aaguts.com","Audio,Big Book,Discussion,Open,Sunday,Telephone,Video",room@aaguts.com,2532158782
An all night place,Sunday,12:00 am,https://us02web.zoom.us/j/2021096262,PW: Rule62,"Audio,Open,Secular,Sunday,Video",anallnightplace@gmail.com,
BBG Saturday Night Candlelight Meditation,Sunday,12:00 am,,only): 566938,"Audio,Open,Sunday,Telephone,Video",thebbgaa@gmail.com,6699006833
LAST CALL,Sunday,12:00 am,https://us02web.zoom.us/j/84274705712?pwd=clBzL0NVb1FySUVrSzkxcVY1RVJKdz09,This meeting occurs nightly @ 10pm PST,"Discussion,Open,Speaker,Sunday,Video",lastcall@gmail.com,16699009128
Last stop,Sunday,12:00 am,https://us04web.zoom.us/j/3954623725,Late night meeting for alcoholics that are up late at night. Email for password: Masterjs528@hotmail.com,"Open,Sunday,Video",Masterjs528@hotmail.com,
No Middle of the Road Solutio,Sunday,12:00 am,https://us02web.zoom.us/w/888518760,PW: solution,"Audio,Discussion,Open,Speaker,Sunday,Telephone,Video",aa.mtgschedule@gmail.com,"6699006833,,888-518-760"
Radford Zombies,Sunday,12:00 am,https://us04web.zoom.us/j/2835953698,http://radfordonline.com,"Audio,Discussion,Open,Speaker,Sunday,Video",radfordhall4343@gmail.com,
The Unshakable Foundation,Sunday,12:00 am,https://us02web.zoom.us/j/8062584353,Open online meeting of Alcoholics Anonymous. Nightly at 10pm pacific time. One hour long topic meeting. Waiting room enabled.,"Audio,Big Book,Discussion,Open,Sunday,Telephone,Video",theunshakablefoundation@gmail.com,3126266799
VEGAS Deliver us From Ego,Sunday,12:00 am,https://nyintergroup.zoom.us/j/576015340,Public contact email zoomintoaa@gmail.com,"Audio,Open,Sunday,Video",zoomintoaa@gmail.com,
Ohua Group,Sunday,12:30 am,https://us02web.zoom.us/j/388665002,Sun = 7:30 PM (HST) - Big Book Study,"Audio,LGBTQIAA+,Open,Sunday,Video",ohuagroup@gmail.com,6999006833
AA Daily Meditation Meeting,Sunday,1:00 am,https://us04web.zoom.us/j/4706538587#success,"Web Site, if any: http://www.aageneva.org/","Closed,Meditation,Sunday,Video",aadailymeditation@gmail.com,
AA Grant Us The Serenity (GUTS) - Saturday,Sunday,1:00 am,https://zoom.us/j/3726634285?pwd=VHVsMXBIY2d4RzczMTZJODk2YXpWdz09,"Web Site, if any: https://www.aaguts.com","Audio,Big Book,Discussion,Open,Sunday,Telephone,Video",room@aaguts.com,2532158782
Hawaii AA Ohana,Sunday,1:00 am,https://us02web.zoom.us/j/2839146879,"Meeting Access Code, if any: 283 914 6879","Closed,Discussion,Speaker,Sunday,Video",hawaiiaaohana@gmail.com,"8084219764,,2839146879#"
"BBG Sat Late Night
Literature Study",Sunday,1:30 am,https://us02web.zoom.us/j/8185655691,Proof of attendance via email provided upon request.,"Audio,Open,Sunday,Telephone,Video",thebbgaa@gmail.com,16699006833
